Index,0 [0x3][0x36],1 [0x0][0x0],2 [0x0][0x4],3 [0x3][0x37],4 [0x5][0x30],5 [0x7][0x8],6 [0x5][0x32],7 [0x3][0x38],8 [0x3][0x39],9 [0x6][0xc],10 [0x6][0x10],11 [0x6][0x14],12 [0x6][0x18],13 [0x6][0x1c],14 [0x6][0x20],15 [0x6][0x24],16 [0x6][0x28],17 [0x6][0x2c],18 [0x5][0x34],19 [0x3][0x3a]
939,6,"바다의 승전보: 4단계","흑와단에 소속된 상태로 무법자의 전장에 참전하여 100회 승리",5,0,8209,62951,1,18,1,100,0,0,0,0,0,0,0,10,1
940,6,"바다의 승전보: 5단계","흑와단에 소속된 상태로 무법자의 전장에 참전하여 300회 승리",10,156,0,62951,1,18,1,300,0,0,0,0,0,0,0,11,1
941,6,"보라용골 훈장","흑와단에 소속된 상태로 무법자의 전장에 참전하여 1,000회 승리",20,0,0,62951,1,18,1,1000,0,0,0,0,0,0,0,12,1
942,6,"숲의 승전보: 1단계","쌍사당에 소속된 상태로 무법자의 전장에 참전하여 처음으로 승리",5,0,0,62952,1,18,2,1,0,0,0,0,0,0,0,13,1
943,6,"숲의 승전보: 2단계","쌍사당에 소속된 상태로 무법자의 전장에 참전하여 30회 승리",5,0,0,62952,1,18,2,30,0,0,0,0,0,0,0,14,1
944,6,"숲의 승전보: 3단계","쌍사당에 소속된 상태로 무법자의 전장에 참전하여 50회 승리",5,0,0,62952,1,18,2,50,0,0,0,0,0,0,0,15,1
945,6,"숲의 승전보: 4단계","쌍사당에 소속된 상태로 무법자의 전장에 참전하여 100회 승리",5,0,8210,62952,1,18,2,100,0,0,0,0,0,0,0,16,1
946,6,"숲의 승전보: 5단계","쌍사당에 소속된 상태로 무법자의 전장에 참전하여 300회 승리",10,158,0,62952,1,18,2,300,0,0,0,0,0,0,0,17,1
947,6,"흑단 훈장","쌍사당에 소속된 상태로 무법자의 전장에 참전하여 1,000회 승리",20,0,0,62952,1,18,2,1000,0,0,0,0,0,0,0,18,1
948,6,"사막의 승전보: 1단계","불멸대에 소속된 상태로 무법자의 전장에 참전하여 처음으로 승리",5,0,0,62953,1,18,3,1,0,0,0,0,0,0,0,19,1
949,6,"사막의 승전보: 2단계","불멸대에 소속된 상태로 무법자의 전장에 참전하여 30회 승리",5,0,0,62953,1,18,3,30,0,0,0,0,0,0,0,20,1
950,6,"사막의 승전보: 3단계","불멸대에 소속된 상태로 무법자의 전장에 참전하여 50회 승리",5,0,0,62953,1,18,3,50,0,0,0,0,0,0,0,21,1
951,6,"사막의 승전보: 4단계","불멸대에 소속된 상태로 무법자의 전장에 참전하여 100회 승리",5,0,8211,62953,1,18,3,100,0,0,0,0,0,0,0,22,1
952,6,"사막의 승전보: 5단계","불멸대에 소속된 상태로 무법자의 전장에 참전하여 300회 승리",10,157,0,62953,1,18,3,300,0,0,0,0,0,0,0,23,1
953,6,"황금천칭 훈장","불멸대에 소속된 상태로 무법자의 전장에 참전하여 1,000회 승리",20,0,0,62953,1,18,3,1000,0,0,0,0,0,0,0,24,1
954,6,"고철 제조자: 1단계","무인 요격기 파괴",5,0,0,468,1,1,285,1,0,0,0,0,0,0,0,25,1
955,6,"고철 제조자: 2단계","무인 요격기 30대 파괴",5,0,0,468,1,1,285,30,0,0,0,0,0,0,0,26,1
956,6,"고철 제조자: 3단계","무인 요격기 50대 파괴",5,0,0,468,1,1,285,50,0,0,0,0,0,0,0,27,1
957,6,"고철 제조자: 4단계","무인 요격기 100대 파괴",5,159,0,468,1,1,285,100,0,0,0,0,0,0,0,28,1
958,6,"요격기 분쇄자","무인 요격기 300대 파괴",10,0,0,468,1,1,285,300,0,0,0,0,0,0,0,29,1
959,6,"시스템 오류: 1단계","요격 시스템 파괴",5,0,0,459,1,1,286,1,0,0,0,0,0,0,0,30,1
960,6,"시스템 오류: 2단계","요격 시스템 5대 파괴",5,0,0,459,1,1,286,5,0,0,0,0,0,0,0,31,1
961,6,"시스템 오류: 3단계","요격 시스템 10대 파괴",5,0,0,459,1,1,286,10,0,0,0,0,0,0,0,32,1
962,6,"시스템 오류: 4단계","요격 시스템 20대 파괴",5,160,0,459,1,1,286,20,0,0,0,0,0,0,0,33,1
963,6,"치명적 오류","요격 시스템 50대 파괴",10,0,0,459,1,1,286,50,0,0,0,0,0,0,0,34,1
964,9,"숲의 새내기 마물 사냥꾼","검은장막 숲의 B급 정예 마물 4종류 토벌",5,0,0,2725,1,5,4,296,297,298,299,0,0,0,0,1,1
965,9,"사막의 새내기 마물 사냥꾼","다날란의 B급 정예 마물 5종류 토벌",5,0,0,2725,1,5,5,300,301,302,303,304,0,0,0,2,1
966,9,"바다의 새내기 마물 사냥꾼","라노시아의 B급 정예 마물 6종류 토벌",5,0,0,2725,1,5,6,305,306,307,308,309,310,0,0,3,1
967,9,"산의 새내기 마물 사냥꾼","커르다스 중앙고지와 모르도나의 B급 정예 마물 2종류 토벌",5,0,0,2725,1,5,2,311,312,0,0,0,0,0,0,4,1
968,9,"촉망받는 마물 사냥꾼","업적 '숲의 새내기 마물 사냥꾼', '사막의 새내기 마물 사냥꾼', '바다의 새내기 마물 사냥꾼', '산의 새내기 마물 사냥꾼'을 모두 달성",10,161,0,2725,2,2,964,965,966,967,0,0,0,0,0,5,1
969,9,"숲의 숙련된 마물 사냥꾼","검은장막 숲의 A급 정예 마물 4종류 토벌",5,0,0,2725,1,5,4,313,314,315,316,0,0,0,0,6,1
970,9,"사막의 숙련된 마물 사냥꾼","다날란의 A급 정예 마물 5종류 토벌",5,0,0,2725,1,5,5,317,318,319,320,321,0,0,0,7,1
971,9,"바다의 숙련된 마물 사냥꾼","라노시아의 A급 정예 마물 6종류 토벌",5,0,0,2725,1,5,6,322,323,324,325,326,327,0,0,8,1
972,9,"산의 숙련된 마물 사냥꾼","커르다스 중앙고지와 모르도나의 A급 정예 마물 2종류 토벌",5,0,0,2725,1,5,2,328,329,0,0,0,0,0,0,9,1
973,9,"솜씨 좋은 마물 사냥꾼","업적 '숲의 숙련된 마물 사냥꾼', '사막의 숙련된 마물 사냥꾼', '바다의 숙련된 마물 사냥꾼', '산의 숙련된 마물 사냥꾼'을 모두 달성",10,162,0,2725,2,2,969,970,971,972,0,0,0,0,0,10,1
974,9,"숲의 이름난 마물 사냥꾼","검은장막 숲의 S급 정예 마물 4종류 토벌",5,0,0,2725,1,5,4,330,331,332,333,0,0,0,0,11,1
975,9,"사막의 이름난 마물 사냥꾼","다날란의 S급 정예 마물 5종류 토벌",5,0,0,2725,1,5,5,334,335,336,337,338,0,0,0,12,1
976,9,"바다의 이름난 마물 사냥꾼","라노시아의 S급 정예 마물 6종류 토벌",5,0,0,2725,1,5,6,339,340,341,342,343,344,0,0,13,1
977,9,"산의 이름난 마물 사냥꾼","커르다스 중앙고지와 모르도나의 S급 정예 마물 2종류 토벌",5,0,0,2725,1,5,2,345,346,0,0,0,0,0,0,14,1
978,9,"정상급 마물 사냥꾼","업적 '숲의 이름난 마물 사냥꾼', '사막의 이름난 마물 사냥꾼', '바다의 이름난 마물 사냥꾼', '산의 이름난 마물 사냥꾼'을 모두 달성",10,163,0,2725,2,2,974,975,976,977,0,0,0,0,0,15,1
979,9,"B급 사냥: 1단계","B급 정예 마물 10마리 처치",5,0,0,2722,1,1,290,10,0,0,0,0,0,0,0,22,1
980,9,"B급 사냥: 2단계","B급 정예 마물 50마리 처치",5,0,0,2722,1,1,290,50,0,0,0,0,0,0,0,23,1
981,9,"B급 사냥: 3단계","B급 정예 마물 300마리 처치",5,164,0,2722,1,1,290,300,0,0,0,0,0,0,0,24,1
982,9,"쟁쟁한 B급 사냥꾼","B급 정예 마물 1000마리 처치",10,0,0,2722,1,1,290,1000,0,0,0,0,0,0,0,25,1
983,9,"A급 사냥: 1단계","A급 정예 마물 5마리 처치",5,0,0,364,1,1,291,5,0,0,0,0,0,0,0,41,1
984,9,"A급 사냥: 2단계","A급 정예 마물 30마리 처치",5,0,0,364,1,1,291,30,0,0,0,0,0,0,0,42,1
985,9,"A급 사냥: 3단계","A급 정예 마물 200마리 처치",5,165,0,364,1,1,291,200,0,0,0,0,0,0,0,43,1
986,9,"쟁쟁한 A급 사냥꾼","A급 정예 마물 500마리 처치",10,0,0,364,1,1,291,500,0,0,0,0,0,0,0,44,1
987,9,"S급 사냥: 1단계","S급 정예 마물 3마리 처치",5,0,0,562,1,1,292,3,0,0,0,0,0,0,0,61,1
988,9,"S급 사냥: 2단계","S급 정예 마물 20마리 처치",5,0,0,562,1,1,292,20,0,0,0,0,0,0,0,62,1
989,9,"S급 사냥: 3단계","S급 정예 마물 200마리 처치",5,166,0,562,1,1,292,200,0,0,0,0,0,0,0,63,1
990,9,"쟁쟁한 S급 사냥꾼","S급 정예 마물 500마리 처치",10,0,0,562,1,1,292,500,0,0,0,0,0,0,0,64,1
991,40,"탐타라 묘소를 또다시 탐험한 자","탐타라 묘소(어려움)를 탐험하여 모든 지역 발견",10,0,0,1001,1,8,165,0,0,0,0,0,0,0,0,14,1
992,42,"돌방패 경계초소를 또다시 탐험한 자","돌방패 경계초소(어려움)를 탐험하여 모든 지역 발견",10,0,0,1001,1,8,157,0,0,0,0,0,0,0,0,0,1
993,39,"난파선의 섬 탐험가","난파선의 섬을 탐험하여 모든 지역 발견",10,0,0,1001,1,8,168,0,0,0,0,0,0,0,0,16,1
994,3,"뇌신을 쓰러뜨린 자","극 라무 토벌전에 참가하여 라무 처치",10,0,0,317,1,14,20023,0,0,0,0,0,0,0,0,6,1
995,4,"시르쿠스 탑을 제패한 자","시르쿠스 탑 완료",10,0,0,2724,1,14,30011,0,0,0,0,0,0,0,0,0,1
996,43,"시르쿠스 탑 탐험가","시르쿠스 탑을 탐험하여 모든 지역 발견",10,0,0,1001,1,8,158,0,0,0,0,0,0,0,0,0,1
997,4,"라플레시아를 처치한 자","대미궁 바하무트: 침공편(영웅) 1편에서 라플레시아 처치",10,167,0,2530,1,14,30012,0,0,0,0,0,0,0,0,0,1
998,4,"멜뤼진을 처치한 자","대미궁 바하무트: 침공편(영웅) 2편에서 멜뤼진 처치",10,168,0,2530,1,14,30013,0,0,0,0,0,0,0,0,0,1
999,4,"아바타를 처치한 자","대미궁 바하무트: 침공편(영웅) 3편에서 아바타 처치",10,169,0,2530,1,14,30014,0,0,0,0,0,0,0,0,0,1
1000,4,"은빛 흉조를 처치한 자","대미궁 바하무트: 침공편(영웅) 4편에서 넬 데우스 다르누스 처치",10,170,0,2530,1,14,30015,0,0,0,0,0,0,0,0,0,1
1001,35,"에오르제아의 수호자","퀘스트 '에오르제아의 수호자' 완료",20,174,0,26002,1,6,66996,0,0,0,0,0,0,0,0,32,1
1002,38,"뜨거운 사나이의 뜨거운 축제","퀘스트 '불꽃축제와 축제남' 완료",10,0,0,27001,1,6,67079,0,0,0,0,0,0,0,0,8,1
1003,38,"1주년 고맙습니다!","퀘스트 '에오르제아 신생제' 완료",10,0,0,26107,1,6,67082,0,0,0,0,0,0,0,0,9,1
1004,35,"초보 배달부","퀘스트 '배달부는 어느날 갑자기' 완료",10,175,0,26002,1,6,67017,0,0,0,0,0,0,0,0,262,1
1005,35,"수수께끼 풀이의 달인","퀘스트 '와인버드의 수수께끼' 완료",10,0,0,26002,1,6,66973,0,0,0,0,0,0,0,0,264,1
1006,21,"분해자: 1단계","아이템 분해 총 50회 성공",5,0,0,26269,1,1,294,50,0,0,0,0,0,0,0,0,1
1007,21,"분해자: 2단계","아이템 분해 총 200회 성공",5,0,0,26269,1,1,294,200,0,0,0,0,0,0,0,0,1
1008,21,"분해자: 3단계","아이템 분해 총 500회 성공",5,0,0,26269,1,1,294,500,0,0,0,0,0,0,0,0,1
1009,21,"분해자: 4단계","아이템 분해 총 1,000회 성공",5,0,0,26269,1,1,294,1000,0,0,0,0,0,0,0,0,1
1010,21,"분해자: 5단계","아이템 분해 총 2,000회 성공",10,0,0,26269,1,1,294,2000,0,0,0,0,0,0,0,0,1
1011,21,"분해하고 분해하고 또 분해하고","아이템 분해 총 5,000회 성공",10,171,0,26269,1,1,294,5000,0,0,0,0,0,0,0,0,1
1012,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,34,"강태공이 되는 길: 4단계","터주 56종류 낚기",20,0,0,1102,1,1,267,56,0,0,0,0,0,0,0,73,1
1016,34,"강태공이 되는 길: 5단계","터주 71종류 낚기",20,0,0,1102,1,1,267,71,0,0,0,0,0,0,0,74,1
1017,34,"강태공이 되는 길: 6단계","터주 81종류 낚기",20,0,0,1102,1,1,267,81,0,0,0,0,0,0,0,75,1
1018,34,"강태공이 되는 길: 7단계","터주 87종류 낚기",20,0,0,1102,1,1,267,87,0,0,0,0,0,0,0,76,1
1019,10,"비보 사냥꾼","1등급 숨겨진 지도를 해독하여 보물상자 20회 열기",20,173,0,25935,1,1,293,20,0,0,0,0,0,0,0,9,1
1020,11,"초코보 훈련사","다른 플레이어의 초코보 30회 훈련",5,0,8571,4003,1,1,287,30,0,0,0,0,0,0,0,81,1
1021,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,37,"에카틀 비행단: 1단계","이크살족 '에카틀 비행단'과의 우호 관계가 1단계 '중립'으로 상승",5,0,0,62957,1,15,5,1,0,0,0,0,0,0,0,0,1
1023,37,"에카틀 비행단: 2단계","이크살족 '에카틀 비행단'과의 우호 관계가 3단계 '우호'로 상승",5,0,0,62957,1,15,5,3,0,0,0,0,0,0,0,0,1
1024,37,"에카틀 비행단: 3단계","이크살족 '에카틀 비행단'과의 우호 관계가 5단계 '경의'로 상승",10,0,0,62957,1,15,5,5,0,0,0,0,0,0,0,0,1
1025,37,"에카틀의 절친","이크살족 '에카틀 비행단'과의 우호 관계가 7단계 '서약'으로 상승",20,176,0,62957,1,15,5,7,0,0,0,0,0,0,0,0,1
1026,37,"여섯 종족 연맹의 동지","퀘스트 '믿음으로 하나 되어' 완료",20,177,0,1863,1,6,67009,0,0,0,0,0,0,0,0,0,1
1027,38,"대륙기예단 가장행렬","퀘스트 '사막도시의 수호천절과 가장행렬' 완료",10,0,0,40712,1,6,65774,0,0,0,0,0,0,0,0,11,1
1028,19,"넥서스의 빛","'고대의 무기: 넥서스' 중 하나 입수",10,0,0,2723,1,1,347,1,0,0,0,0,0,0,0,17,1
1029,35,"빙결의 환상","퀘스트 '빙결의 환상' 완료",20,183,0,26002,1,6,65625,0,0,0,0,0,0,0,0,33,1
1030,35,"대미궁의 진실","퀘스트 '마지막 진실' 완료",20,178,0,26002,1,6,65580,0,0,0,0,0,0,0,0,223,1
1031,35,"넵토를 낚은 자","퀘스트 '풍어 에오르제아' 완료",30,179,0,26002,1,6,65782,0,0,0,0,0,0,0,0,261,1
1032,34,"강태공이 되는 길: 8단계","터주 94종류 낚기",20,0,0,1102,1,1,267,94,0,0,0,0,0,0,0,77,1
1033,34,"강태공이 되는 길: 9단계","터주 100종류 낚기",20,180,0,1102,1,1,267,100,0,0,0,0,0,0,0,78,1
1034,34,"강태공이 되는 길: 10단계","터주 106종류 낚기",20,0,8717,1102,1,1,267,106,0,0,0,0,0,0,0,79,1
1035,17,"더 인상 깊었던 그 사람: 1단계","플레이어 추천 총 1500회 획득",0,0,9317,2802,1,1,244,1500,0,0,0,0,0,0,0,0,1
1036,17,"더 인상 깊었던 그 사람: 2단계","플레이어 추천 총 3000회 획득",0,0,9353,2802,1,1,244,3000,0,0,0,0,0,0,0,0,1
1037,41,"카른의 무너진 사원을 또다시 탐험한 자","카른의 무너진 사원(어려움)을 탐험하여 모든 지역 발견",10,0,0,1001,1,8,182,0,0,0,0,0,0,0,0,0,1
1038,39,"사스타샤 침식 동굴을 또다시 탐험한 자","사스타샤 침식 동굴(어려움)을 탐험하여 모든 지역 발견",10,0,0,1001,1,8,169,0,0,0,0,0,0,0,0,17,1
1039,42,"얼음외투 대빙벽 탐험가","얼음외투 대빙벽을 탐험하여 모든 지역 발견",10,0,0,1001,1,8,174,0,0,0,0,0,0,0,0,0,1
1040,4,"최후의 대미궁을 제패한 자: 1단계","대미궁 바하무트: 진성편 완료",5,0,9352,2712,1,1,348,1,0,0,0,0,0,0,0,0,1
1041,4,"최후의 대미궁을 제패한 자: 2단계","대미궁 바하무트: 진성편 5회 완료",10,0,0,2712,1,1,348,5,0,0,0,0,0,0,0,0,1
1042,4,"최후의 대미궁을 제패한 자: 3단계","대미궁 바하무트: 진성편 10회 완료",20,0,0,2712,1,1,348,10,0,0,0,0,0,0,0,0,1
1043,41,"최후의 대미궁에 도전한 자: 1단계","대미궁 바하무트: 진성편에 도전하여 제1단계의 모든 지역 발견",10,0,0,1001,1,8,175,0,0,0,0,0,0,0,0,0,1
1044,41,"최후의 대미궁에 도전한 자: 2단계","대미궁 바하무트: 진성편에 도전하여 제2단계의 모든 지역 발견",10,0,0,1001,1,8,176,0,0,0,0,0,0,0,0,0,1
1045,3,"얼음신을 쓰러뜨린 자","극 시바 토벌전에 참가하여 시바 처치",10,0,0,317,1,14,20025,0,0,0,0,0,0,0,0,7,1
1046,12,"쌍검사: 레벨 10","쌍검사 레벨 10 달성",5,0,0,33801,1,3,29,10,0,0,0,0,0,0,0,101,1
1047,12,"쌍검사: 레벨 20","쌍검사 레벨 20 달성",5,0,0,33801,1,3,29,20,0,0,0,0,0,0,0,102,1
1048,12,"쌍검사: 레벨 30","쌍검사 레벨 30 달성",5,0,0,33801,1,3,29,30,0,0,0,0,0,0,0,103,1
1049,12,"쌍검사: 레벨 40","쌍검사 레벨 40 달성",5,0,0,33801,1,3,29,40,0,0,0,0,0,0,0,104,1
1050,12,"쌍검사: 레벨 50","쌍검사 레벨 50 달성",5,0,0,33801,1,3,29,50,0,0,0,0,0,0,0,105,1
1051,1,"수첩을 애용하는 쌍검사","쌍검사의 토벌수첩 모두 완료",20,0,9381,62829,1,7,11,0,0,0,0,0,0,0,0,14,1
1052,35,"동방의 닌자","퀘스트 '구름이 걷힌 밤에' 완료",5,0,0,26037,2,6,65770,0,0,0,0,0,0,0,0,421,1
1053,19,"고대의 무기: 요시미츠","퀘스트 '되살아나는 고대의 무기'를 완료하고 요시미츠 입수",10,182,0,33855,2,6,67115,0,0,0,0,0,0,0,0,9,1
1054,19,"조디악 웨폰 소유자","조디악 웨폰 중 하나 입수",10,0,0,2723,1,1,349,1,0,0,0,0,0,0,0,18,1
1055,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,38,"성인의 추종자","퀘스트 '별빛축제는 행복을 싣고' 완료",10,0,0,40720,1,6,65890,0,0,0,0,0,0,0,0,12,1
1057,38,"사랑의 양치기","퀘스트 '양과 나의 강신제' 완료",10,0,0,28541,1,6,65823,0,0,0,0,0,0,0,0,13,1
1058,35,"조디악 웨폰 재창조자","퀘스트 '고대 무기의 잠재력' 완료",10,0,0,2723,1,6,65897,0,0,0,0,0,0,0,0,641,1
1059,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,35,"어둠에서 살아 돌아온 자","퀘스트 '빛나는 희망' 완료",20,184,0,26002,1,6,66031,0,0,0,0,0,0,0,0,642,1
1061,35,"운명의 벗","퀘스트 '사건은 모래 속으로' 완료",20,185,0,26002,1,6,66038,0,0,0,0,0,0,0,0,643,1
1062,38,"전도사를 인도한 자","퀘스트 '발렌티온데이와 사랑의 시작' 완료",10,186,0,49089,1,6,66083,0,0,0,0,0,0,0,0,14,1
1063,19,"기린아","기린의 피리 입수",20,187,0,26039,1,6,65968,0,0,0,0,0,0,0,0,20,1
1064,3,"투신을 쓰러뜨린 자","투신 오딘 토벌전에 참가하여 오딘 처치",10,188,0,317,1,14,20027,0,0,0,0,0,0,0,0,8,1
1065,3,"성도의 수호자","성도 이슈가르드 방어전에 참가하여 비샵 처치",10,0,0,317,1,14,20028,0,0,0,0,0,0,0,0,11,1
1066,3,"검호를 물리친 자","진 길가메시 토벌전에 참가하여 길가메시와 엔키두 처치",10,0,0,317,1,14,20030,0,0,0,0,0,0,0,0,9,1
1067,3,"존엄왕을 처치한 자","아씨엔 나브리알레스 토벌전에 참가하여 아씨엔 나브리알레스 처치",10,0,0,317,1,14,20029,0,0,0,0,0,0,0,0,10,1
1068,4,"어둠의 세계를 제패한 자","어둠의 세계 공략 완료",20,0,0,2724,1,14,30020,0,0,0,0,0,0,0,0,0,1
1069,43,"어둠의 세계 탐험가","어둠의 세계를 탐험하여 모든 지역 발견",10,0,0,1001,1,8,184,0,0,0,0,0,0,0,0,0,1
1070,40,"옛 암다포르 성을 또다시 탐험한 자","옛 암다포르 성(어려움)을 탐험하여 모든 지역 발견",10,0,0,1001,1,8,189,0,0,0,0,0,0,0,0,15,1
1071,39,"방랑자의 궁전을 또다시 탐험한 자","방랑자의 궁전(어려움)을 탐험하여 모든 지역 발견",10,0,0,1001,1,8,188,0,0,0,0,0,0,0,0,18,1
1072,43,"묵약의 탑 탐험가","묵약의 탑을 탐험하여 모든 지역 발견",10,0,0,1001,1,8,201,0,0,0,0,0,0,0,0,0,1
1073,6,"화려한 전적: 1단계","적병 처치",5,0,0,2555,1,1,362,1,0,0,0,0,0,0,0,35,1
1074,6,"화려한 전적: 2단계","적병 100명 처치",5,0,0,2555,1,1,362,100,0,0,0,0,0,0,0,36,1
1075,6,"화려한 전적: 3단계","적병 500명 처치",5,0,0,2555,1,1,362,500,0,0,0,0,0,0,0,37,1
1076,6,"화려한 전적: 4단계","적병 1,000명 처치",10,189,0,2555,1,1,362,1000,0,0,0,0,0,0,0,38,1
1077,6,"전장의 지배자","적병 5,000명 처치",20,190,0,2555,1,1,362,5000,0,0,0,0,0,0,0,39,1
1078,19,"최고를 고집하는 제작자","발전된 제작자용 주 도구 중 하나 입수",10,191,0,35015,1,1,367,1,0,0,0,0,0,0,0,21,1
1079,19,"최고를 고집하는 채집가","발전된 채집가용 주 도구 중 하나 입수",10,192,0,38016,1,1,368,1,0,0,0,0,0,0,0,22,1
1080,35,"신생 조디악 브레이브","퀘스트 '두 사람의 칭호' 완료",20,0,0,26002,1,9,66097,67823,0,0,0,0,0,0,0,644,1
1081,19,"조디악 웨폰: 제타","조디악 웨폰: 제타 중 하나 입수",20,193,0,2723,1,1,350,1,0,0,0,0,0,0,0,19,1
1082,38,"전통인형을 되살린 자","퀘스트 '부녀의 정과 프린세스데이' 완료",10,194,0,48411,1,6,66037,0,0,0,0,0,0,0,0,15,1
1083,18,"황금빛 꿈: 1단계","MGP 교환원, 카드 교환원을 통한 카드 판매, MGP 포인트카드 사용, 공략수첩 보상 외의 방법으로 총 1,000MGP 획득",5,195,0,26001,1,1,356,1000,0,0,0,0,0,0,0,1,1
1084,18,"황금빛 꿈: 2단계","MGP 교환원, 카드 교환원을 통한 카드 판매, MGP 포인트카드 사용, 공략수첩 보상 외의 방법으로 총 10,000MGP 획득",5,0,0,26001,1,1,356,10000,0,0,0,0,0,0,0,2,1
1085,18,"황금빛 꿈: 3단계","MGP 교환원, 카드 교환원을 통한 카드 판매, MGP 포인트카드 사용, 공략수첩 보상 외의 방법으로 총 100,000MGP 획득",5,0,0,26001,1,1,356,100000,0,0,0,0,0,0,0,3,1
1086,18,"황금빛 꿈: 4단계","MGP 교환원, 카드 교환원을 통한 카드 판매, MGP 포인트카드 사용, 공략수첩 보상 외의 방법으로 총 1,000,000MGP 획득",10,0,0,26001,1,1,356,1000000,0,0,0,0,0,0,0,4,1
1087,18,"황금빛 꿈: 5단계","MGP 교환원, 카드 교환원을 통한 카드 판매, MGP 포인트카드 사용, 공략수첩 보상 외의 방법으로 총 10,000,000MGP 획득",10,0,0,26001,1,1,356,10000000,0,0,0,0,0,0,0,5,1
1088,18,"도박사","업적 '승부사의 극의', '트리플 트라이어드 마스터', '대회의 실력자', '돌발 게임: 3단계', '흠하!: 3단계', '꿈은 이루어진다', '티끌 모아 재산'을 모두 달성",20,196,0,2678,2,2,1099,1110,1114,1117,1120,1124,1128,0,0,6,1
1089,18,"생육하고 번성하여 충만하라!","교배로 신입 초코보 입수",5,197,0,27645,1,1,359,1,0,0,0,0,0,0,0,10,1
1090,18,"기적의 혈통","혈통 레벨 9 이상의 신입 초코보 입수",5,0,10065,27645,1,1,360,1,0,0,0,0,0,0,0,11,1
1091,18,"초코보 조련사","체급 285 이상의 경주 초코보 육성",5,198,0,27647,1,1,361,1,0,0,0,0,0,0,0,12,1
1092,18,"초코보 기수: 1단계","초코보 경주 출전",5,199,0,27641,1,1,357,1,0,0,0,0,0,0,0,20,1
1093,18,"초코보 기수: 2단계","초코보 경주 총 100회 출전",5,0,0,27641,1,1,357,100,0,0,0,0,0,0,0,21,1
1094,18,"초코보 기수: 3단계","초코보 경주 총 300회 출전",5,200,0,27641,1,1,357,300,0,0,0,0,0,0,0,22,1
1095,18,"초코보 기수: 4단계","초코보 경주 총 3,000회 출전",10,201,0,27641,1,1,357,3000,0,0,0,0,0,0,0,23,1
1096,18,"준마: 1단계","초코보 경주에서 승리",5,0,0,27646,1,1,358,1,0,0,0,0,0,0,0,30,1
1097,18,"준마: 2단계","초코보 경주에서 총 10회 승리",5,0,0,27646,1,1,358,10,0,0,0,0,0,0,0,31,1
1098,18,"준마: 3단계","초코보 경주에서 총 50회 승리",5,0,0,27646,1,1,358,50,0,0,0,0,0,0,0,32,1
1099,18,"승부사의 극의","초코보 경주에서 총 500회 승리",10,202,0,27646,1,1,358,500,0,0,0,0,0,0,0,33,1
1100,18,"카드 수집가: 1단계","트리플 트라이어드 카드 입수",5,0,0,27661,1,1,352,1,0,0,0,0,0,0,0,40,1
1101,18,"카드 수집가: 2단계","트리플 트라이어드 카드 30종류 입수",5,203,0,27661,1,1,352,30,0,0,0,0,0,0,0,41,1
1102,18,"카드 수집가: 3단계","트리플 트라이어드 카드 60종류 입수",10,204,0,27661,1,1,352,60,0,0,0,0,0,0,0,42,1
1103,18,"길거리 듀얼리스트: 1단계","트리플 트라이어드로 NPC에게 승리",5,0,0,881,1,1,353,1,0,0,0,0,0,0,0,50,1
1104,18,"길거리 듀얼리스트: 2단계","트리플 트라이어드로 NPC 30명에게 승리",10,0,9846,881,1,1,353,30,0,0,0,0,0,0,0,51,1
1105,18,"승패는 병가지상사: 1단계","트리플 트라이어드에서 '무작위 규칙'으로 승리",5,0,0,27661,1,1,354,1,0,0,0,0,0,0,0,60,1
1106,18,"승패는 병가지상사: 2단계","트리플 트라이어드에서 '무작위 규칙'으로 총 10회 승리",5,0,0,27661,1,1,354,10,0,0,0,0,0,0,0,61,1
1107,18,"승패는 병가지상사: 3단계","트리플 트라이어드에서 '무작위 규칙'으로 총 30회 승리",5,0,0,27661,1,1,354,30,0,0,0,0,0,0,0,62,1
1108,18,"승패는 병가지상사: 4단계","트리플 트라이어드에서 '무작위 규칙'으로 총 100회 승리",5,0,0,27661,1,1,354,100,0,0,0,0,0,0,0,63,1
1109,18,"승패는 병가지상사: 5단계","트리플 트라이어드에서 '무작위 규칙'으로 총 300회 승리",5,0,9850,27661,1,1,354,300,0,0,0,0,0,0,0,64,1
1110,18,"트리플 트라이어드 마스터","트리플 트라이어드에서 '무작위 규칙'으로 총 1,000회 승리",10,205,0,27661,1,1,354,1000,0,0,0,0,0,0,0,65,1
1111,18,"대회의 승리자: 1단계","트리플 트라이어드 대회에서 승리",5,0,0,27661,1,1,355,1,0,0,0,0,0,0,0,70,1
1112,18,"대회의 승리자: 2단계","트리플 트라이어드 대회에서 총 10회 승리",5,0,0,27661,1,1,355,10,0,0,0,0,0,0,0,71,1
