Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x5][0x8],3 [0x3][0xc],4 [0x3][0xd],5 [0x3][0xe],6 [0x3][0xf],7 [0x19][0x14],8 [0x1a][0x14],9 [0x1b][0x14],10 [0x1c][0x14],11 [0x1d][0x14],12 [0x1e][0x14],13 [0x1f][0x14],14 [0x20][0x14],15 [0x19][0x15],16 [0x3][0x10],17 [0x1a][0x15],18 [0x3][0x11],19 [0x1b][0x15],20 [0x5][0xa],21 [0x1c][0x15],22 [0x1d][0x15],23 [0x3][0x12],24 [0x3][0x13],25 [0x1e][0x15]
680,"받아넘기기","특정 방향에서 들어오는 공격을 받아넘길 확률이 올라간 상태.",15046,0,1,16,0,false,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,15,false
681,"공격 태세","공격에 특화한 상태. 주는 피해량과 받는 피해량이 증가한다.",15048,0,1,16,0,false,false,false,false,true,false,false,true,true,100,true,2,false,0,false,false,0,9,false
682,"방어 태세","방어에 특화한 상태. 주는 피해량과 받는 피해량이 감소한다.",15047,0,1,16,0,false,false,false,false,true,false,false,true,true,100,true,2,false,0,false,false,0,9,false
683,"땅의 가호","땅의 가호로 보호막이 생성되어 일정량의 피해를 무효화하는 상태. 효과가 끝날 때 보호막 효과가 남아있다면 불의 가호 상태가 부여된다.",15103,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
684,"불의 가호","불의 가호를 받아, 주는 피해량과 극대화 발동률이 증가한 상태.",15100,0,1,16,13,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
685,"바람속성 저항 감소","바람속성 저항이 떨어진다.",18201,4,2,17,0,false,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0,false
686,"독","독에 빠져 HP가 서서히 줄어드는 상태.",15007,0,2,1,0,false,false,false,false,false,false,false,false,false,10,true,0,false,0,false,false,0,0,false
687,"주는 피해량 증가","적에게 주는 피해량이 증가한 상태.",15519,0,1,16,0,false,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0,false
688,"과충전","포탑 기술이 강화된 상태.",13012,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
689,"마나 축전","MP가 서서히 회복되는 상태.",13013,0,1,16,0,false,false,false,false,false,false,false,false,true,0,true,0,true,0,false,false,0,0,false
690,"근력 활성","TP가 서서히 회복되는 상태.",13014,0,1,16,0,false,false,false,false,false,false,false,false,true,0,true,0,true,0,false,false,0,0,false
691,"지목: 물리 피해 증가","지목 발동 시 물리 피해 증가 상태가 부여된다.",15659,0,2,17,0,false,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0,false
692,"지목: 공격력 감소","지목 발동 시 공격력 감소 상태가 부여된다.",15660,0,2,17,0,false,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0,false
693,"지목: 회복력 감소","지목 발동 시 회복력 감소 상태가 부여된다.",15661,0,2,17,0,false,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0,false
694,"지목 변경 불가","지목된 상태를 타인에게 넘길 수 없는 상태.",15662,0,2,17,0,false,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0,false
695,"물리 피해 증가","물리 공격으로 받는 피해량이 증가하는 상태.",15053,0,2,17,0,false,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0,false
696,"주는 피해량 감소","적에게 주는 피해량이 떨어진 상태.",15520,0,2,17,0,false,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0,false
697,"회복마법 효과 감소","회복마법의 회복량이 떨어진 상태.",15572,0,2,17,0,false,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0,false
698,"자력[+]","[+] 자력을 띤 상태.",15663,0,2,17,0,false,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0,false
699,"자력[-]","[-] 자력을 띤 상태.",15664,0,2,17,0,false,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0,false
700,"질식","지속시간이 끝나면 질식하여 전투불능 상태가 된다.",15665,0,2,17,0,false,false,false,false,false,false,true,false,false,200,true,0,false,0,false,false,0,0,false
701,"전투력 감소","",15049,0,2,17,0,false,false,false,false,false,false,false,true,true,200,true,0,true,0,false,false,0,0,false
702,"가스 흡입","봄이 몸속에 독가스를 빨아들인 상태.",17101,4,2,17,0,false,false,false,false,false,false,false,true,true,200,true,0,true,0,false,false,0,0,false
703,"용안의 봉인","용의 눈이 지닌 힘으로 사룡 니드호그의 힘을 억제하고 있는 상태.",15657,0,2,17,0,false,false,false,false,false,false,false,true,true,200,true,0,true,0,false,false,0,0,false
704,"용안의 가호","용의 눈의 가호를 받은 상태. 받는 피해량이 크게 감소한다.",15658,0,1,16,0,false,false,false,false,false,false,false,true,true,200,true,0,true,0,false,false,0,0,false
705,"변신","다른 모습으로 변신한 상태.",16214,0,1,16,0,false,false,false,false,true,false,false,false,false,100,true,2,false,0,false,false,0,9,false
706,"빛의 폭뢰","빛의 폭뢰가 부착된 상태. 누적되면 오염 증기를 방출하게 된다.",18121,4,2,17,0,false,false,false,false,false,false,false,false,false,100,true,0,false,0,false,false,0,0,false
707,"임시 판결 α","α죄로 임시 판결을 받은 상태. 임시 판결 β를 받으면 가중 처벌로 극형에 처해진다.",18141,5,2,17,0,false,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0,false
708,"임시 판결 β","β죄로 임시 판결을 받은 상태. 임시 판결 α를 받으면 가중 처벌로 극형에 처해진다.",18161,5,2,17,0,false,false,false,false,false,false,false,false,false,199,true,0,false,0,false,false,0,0,false
709,"느린 발","이동 속도가 느려진 상태.",15653,0,2,17,6,false,false,false,false,false,false,false,false,false,199,true,1,false,0,false,false,0,0,false
710,"돌격 명령","돌격 명령을 받고 죽을 각오를 굳힌 상태.",15654,0,2,17,0,false,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0,false
711,"심신상실","심신을 상실하여 행동이 불가능한 상태. 효과가 끝날 때 모든 적개심이 사라진다.",15655,0,2,17,0,true,false,true,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0,false
712,"강철의 의지","적의 밀어내기와 끌어당기기 기술을 무효화하는 상태.",10153,0,1,16,0,false,false,false,false,false,false,false,true,true,10,true,0,false,0,false,false,0,0,false
713,"완파","완파되어 움직일 수 없는 상태.",15656,0,2,17,0,true,false,true,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0,false
714,"받는 피해 증가","받는 피해량이 증가한 상태.",17101,5,2,17,0,false,false,false,false,false,false,false,false,false,100,true,0,false,0,false,false,0,0,false
715,"비틀거림","자세가 무너져 행동이 불가능한 상태.",15044,0,2,17,0,true,false,true,false,false,false,false,false,false,80,true,4,false,0,false,false,0,0,false
716,"난기류","난기류에 휩쓸려 HP가 서서히 줄어드는 상태. 누적될수록 비스마르크의 마력에 영향을 받기 쉬워진다.",17241,5,2,17,0,false,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0,false
717,"바람의 지배","소 사누와가 다루는 바람의 마력에 지배당한 상태.",15650,0,2,17,0,false,false,false,false,false,false,false,false,false,100,true,0,false,0,false,false,0,0,false
718,"물의 지배","울 사누와가 다루는 물의 마력에 지배당한 상태.",15651,0,2,17,0,false,false,false,false,false,false,false,false,false,100,true,0,false,0,false,false,0,0,false
719,"직접 공격","비스마르크를 직접 공격할 수 있는 상태. 단, 비스마르크의 마력에 영향을 받는다.",15652,0,1,16,0,false,false,false,false,false,false,false,true,true,40,true,0,true,0,false,false,0,0,false
720,"베기 저항 상승","베기 저항이 올라간 상태.",15537,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
721,"찌르기 저항 상승","찌르기 저항이 올라간 상태.",15536,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
722,"타격 저항 상승","타격 저항이 올라간 상태.",15535,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
723,"마폭탄","마과학으로 만든 폭탄이 부착된 상태. 일정 시간이 지날 때마다 폭발한다.",15606,0,2,17,20,false,false,false,false,false,false,true,false,false,200,true,0,false,0,false,false,0,0,false
724,"힘 감소","힘이 떨어진 상태.",15080,0,2,17,0,false,false,false,false,false,false,true,false,false,50,true,0,false,0,false,false,0,0,false
725,"꿰뚫는 검격","HP가 서서히 줄어드는 상태.",12507,0,2,17,0,false,false,false,false,false,false,true,false,false,10,true,0,false,0,false,false,0,0,false
726,"신성한 보호막","회복마법을 받으면 주위 파티원에게 일정량의 피해를 무효화하는 보호막을 부여한다.",12508,0,1,16,0,false,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0,false
727,"신성한 보호막","일정량의 피해를 무효화하는 상태.",12509,0,1,16,0,false,false,false,false,false,false,false,false,false,30,true,0,false,0,false,false,0,12,false
728,"방벽","다음 1번의 공격에 반드시 방패 막기가 발생하는 상태.",12510,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
729,"파괴 태세","적에게 주는 피해량이 증가한 상태. 효과 적용 중 특정 기술을 사용하면 '원초 게이지'가 쌓인다.",12554,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0,false
730,"폭주","극대화 발동률이 증가한 상태.",18321,0,1,16,7,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
731,"폭주 2","극대화 발동률이 증가한 상태.",18322,0,1,16,7,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
732,"폭주 3","극대화 발동률이 증가한 상태.",18323,0,1,16,7,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
733,"폭주 4","극대화 발동률이 증가한 상태.",18324,0,1,16,7,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
734,"폭주 5","극대화 발동률이 증가한 상태.",18325,0,1,16,7,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
735,"원초적 직감","정면으로 받는 물리 공격을 반드시 받아넘기는 상태. 단, 정면 외의 방향에서 받는 피해는 극대화된다.",12555,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
736,"푸른 용혈","점프와 척추 강타의 위력이 상승한 상태.",12577,0,1,16,21,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
737,"흑마법 문양","흑마법 문양을 그린 상태.",12653,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0,false
738,"흑마법 문양: 효과","흑마법 문양 효과로 자동 공격 주기, 마법 시전 시간 및 재사용 대기 시간이 줄어든 상태.",12654,0,1,16,0,false,false,false,false,false,false,false,false,true,0,true,0,false,0,false,false,0,0,false
739,"성소","범위 내 파티원을 회복시키는 영역을 발생시킨 상태.",12629,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0,false
740,"그림자 비호","받는 피해량이 일부 감소되는 상태.",13112,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
741,"재앙","HP가 서서히 줄어드는 상태.",13101,0,2,17,0,false,false,false,false,false,false,true,false,false,10,true,0,false,0,false,false,0,0,false
742,"피의 칼날","물리 공격에 MP 흡수 효과를 부여하고 소비 TP를 줄이며, 자동 공격 주기, 무기 기술 및 마법 재사용 대기 시간이 줄어든 상태.",13109,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,7,false,0,false,false,0,20,false
743,"불굴의 투지","받는 피해량이 감소하고, 자신을 향한 적의 적개심이 상승하는 대신 적에게 주는 피해량이 떨어진 상태.",13108,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0,false
744,"어둠의 춤","받아넘기기 발동률이 올라간 상태.",13111,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
745,"피의 대가","공격을 받으면 MP가 회복되는 상태.",13110,0,1,16,0,false,false,false,false,false,false,false,false,false,30,true,0,false,0,false,false,0,0,false
746,"어두운 감정","마법 공격으로 받는 피해량이 감소되는 상태.",13114,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
747,"그림자 장벽","받는 피해량이 일부 감소되는 상태.",13113,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
748,"열광검","지능이 떨어진 상태.",13102,0,2,17,0,false,false,false,false,false,false,true,false,false,50,true,0,false,0,false,false,0,0,false
749,"감염 지대","무속성 지속 피해 영역을 발생시킨 상태.",13104,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0,false
750,"최후의 생존자","효과 적용 중에 대상이 쓰러지면 자신의 HP와 MP가 회복되는 상태.",13105,0,2,17,0,false,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0,false
751,"암흑","적에게 주는 피해량이 증가하는 대신 전투 중에 MP가 자연적으로 회복되지 않는 상태.",13106,0,1,16,22,false,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0,false
752,"어둠의 기교","직후에 사용하는 특정 기술을 강화한다.",13107,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
753,"앙갚음","적에게 주는 피해량이 떨어진 상태.",13103,0,2,17,0,false,false,false,false,false,false,true,false,false,50,true,0,false,0,false,false,0,0,false
754,"채집 획득률 증가(한정)","다음 채집 시 1회에 한해 아이템 획득률이 증가한 상태.",16007,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0,false
755,"채집 HQ 획득률 증가(한정)","다음 채집 시 1회에 한해 HQ 획득률이 증가한 상태. HQ를 입수할 수 없는 상태가 부여되어 있거나, 채집물이 HQ가 존재하지 않는 아이템이면 효과가 없다.",16008,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0,false
756,"채집 획득 수 증가(한정)","다음 채집 시 1회에 한해 획득 수가 증가하는 상태.",16009,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0,false
757,"심미안","선별 시 희귀도 상승률이 증가한다.",11009,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0,false
758,"고도의 주의력","선별 시 손상도 증가율이 억제된다.",11010,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0,false
759,"심호흡","다음 3회의 선별 중 무작위로 1회에 한해 손상도가 증가하지 않는다.",0,0,0,0,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
760,"전력 집중","선별 시 채집 횟수가 감소하지 않는다.",11011,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0,false
761,"갈고리 낚시","미끼나 루어로 잡을 수 없는 물고기나 아이템을 노릴 수 있는 상태.",11102,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0,false
762,"물고기의 눈","보통은 잡을 수 없는 숨은 물고기를 노릴 수 있는 상태.",11103,0,1,0,0,false,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0,false
763,"밑밥","물고기가 더 빨리 미끼를 물게 되는 상태.",11104,0,1,0,0,false,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0,false
764,"낚아채기 성공률 감소","낚아채기 성공률이 떨어진 상태.",11105,0,2,0,0,false,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0,false
765,"최소 크기 증가","큰 물고기가 더 잘 잡히게 된 상태.",11106,0,1,0,0,false,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0,false
766,"인간 형태","인간 형태를 이루고 있는 상태.",15669,0,1,16,0,false,false,false,false,true,false,false,true,true,0,true,2,false,0,false,false,0,9,false
767,"손 형태","손 형태를 이루고 있는 상태.",15670,0,1,16,0,false,false,false,false,true,false,false,true,true,0,true,2,false,0,false,false,0,9,false
768,"회오리 형태","회오리 형태를 이루고 있는 상태.",15671,0,1,16,0,false,false,false,false,true,false,false,true,true,0,true,2,false,0,false,false,0,9,false
769,"불꽃 사슬","불꽃 사슬에 묶여 HP가 서서히 줄어드는 상태.",15666,0,2,17,0,false,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0,false
770,"구속","행동이 불가능한 상태.",15545,0,2,17,0,true,false,true,true,false,false,false,true,false,100,true,0,false,0,false,false,0,0,false
771,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,false,0,false,0,false,0,false,false,0,0,false
772,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,false,0,false,0,false,0,false,false,0,0,false
773,"분발","공격 방향 조건이 있는 기술이 어떤 방향에서나 성공하는 상태.",14819,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
774,"넉다운","넉다운된 상태. 이동하거나 기술을 실행할 수 없다.",15044,0,2,3,0,true,false,true,false,false,false,false,true,false,100,true,4,false,0,false,false,0,0,false
775,"무적","받는 피해를 무효화하는 상태.",15024,0,1,16,0,false,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,12,false
776,"무적","받는 피해를 무효화하는 상태.",15024,0,1,16,0,false,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,12,false
777,"보이드의 가호","보이드의 가호로 보호막이 생성되어 일정량의 피해를 무효화하는 상태. 효과 적용 중에는 모든 공격이 극대화된다.",15753,0,1,16,0,false,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,12,false
778,"땅의 계약","땅을 지배하는 상태.",15794,0,1,16,31,true,false,true,true,false,false,false,true,true,200,true,4,false,0,false,false,0,0,false
779,"유체이탈","육체와 혼이 분리된 상태.",15797,0,2,17,0,false,false,true,false,false,false,false,true,true,200,true,1,false,0,false,true,1,0,false
780,"초월자","인공적으로 부여한 초월하는 힘을 발동한 상태.",15795,0,1,16,31,false,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,16,false
781,"에테르 멀미","에테르 멀미 때문에 초월자의 힘을 발동할 수 없는 상태.",15796,0,2,17,0,false,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0,false
782,"요도 해방","요도 '아메노하바키리'의 힘을 해방한 상태.",15802,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0,false
783,"넉다운","넉다운된 상태. 이동하거나 기술을 실행할 수 없다.",15044,0,2,3,0,true,false,true,false,false,false,false,false,false,100,true,4,false,0,false,false,0,0,false
784,"요마의 피","요마의 피를 뒤집어쓴 상태. 받는 피해량이 증가한다.",15675,0,2,17,0,false,false,false,false,false,false,true,false,false,100,true,0,false,0,false,false,0,0,false
785,"톤베리병","톤베리병에 감염된 상태. 치료하지 않으면 톤베리로 변한다.",18281,4,2,17,0,false,false,false,false,false,false,true,false,false,50,true,0,false,0,false,false,0,0,false
786,"전투 기도","극대화 발동률이 증가한 상태.",12578,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
787,"그림자 이동 대상","닌자가 발생시킨 적개심 중 일부를 넘겨받고 있는 상태.",12907,0,1,16,0,false,false,false,false,false,false,false,false,false,100,true,0,true,0,false,false,0,0,false
788,"그림자 이동","자신이 발생시킨 적개심 중 일부를 대상에게 넘겨주고 있는 상태.",12908,0,1,16,0,false,false,false,false,false,false,false,false,false,100,true,0,true,0,false,false,0,17,false
789,"연막탄","적개심 상승이 억제된 상태.",12909,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
790,"일쌍","다음에 사용하는 무기 기술의 공격 횟수가 증가하는 상태.",12910,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
791,"에테르 전환","회복마법 회복량이 증가한 상태.",12805,0,1,16,0,false,false,false,false,false,false,false,false,false,50,true,0,true,0,false,false,0,0,false
792,"응급전술","회복마법의 격려 효과를 직접 회복으로 전환하는 상태.",12806,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
793,"투기","투기를 모은 상태.",18301,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0,false
794,"투기 2","투기를 모은 상태.",18302,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0,false
795,"투기 3","투기를 모은 상태.",18303,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0,false
796,"투기 4","투기를 모은 상태.",18304,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0,false
797,"투기 5","투기를 모은 상태.",18305,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0,false
798,"에어로가","바람속성 피해로 HP가 서서히 줄어드는 상태.",12630,0,2,17,0,false,false,false,false,false,false,true,false,false,10,true,0,false,0,false,false,0,0,false
799,"요정의 바람","자동 공격 주기, 무기 기술 및 마법 시전 시간과 재사용 대기 시간이 줄어든 상태.",12807,0,1,16,0,false,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0,false
800,"구속","행동이 불가능한 상태.",15545,0,2,17,0,false,false,true,true,false,false,false,true,false,100,true,4,false,0,false,false,3,0,false
801,"독","독에 빠져 HP가 서서히 줄어드는 상태.",17001,8,2,1,0,false,false,false,false,false,false,false,false,false,10,true,0,false,0,false,false,0,0,false
802,"용의 발톱 시전 가능","용의 발톱을 실행할 수 있는 상태.",12579,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
803,"용의 꼬리 시전 가능","용의 꼬리를 실행할 수 있는 상태.",12580,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
804,"받는 피해 감소","받는 피해량이 감소되는 상태.",17301,8,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
805,"소장품 채집","아이템을 소장품으로 채집할 수 있는 상태.",11008,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0,false
806,"받는 피해 증가","받는 피해량이 증가한 상태.",17101,16,2,17,0,false,false,false,false,false,false,false,true,true,50,true,0,false,0,false,false,0,0,false
807,"바하무트 에테르","자신의 에테르를 용신 바하무트와 동화시킨 상태.",18341,3,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0,false
808,"바하무트 빙의","용신 바하무트의 힘을 얻어, 마법 공격으로 주는 피해량이 상승한 상태.",12680,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
809,"점액","점액이 묻어 움직임이 둔해진 상태. HP가 서서히 줄어든다.",15609,0,2,17,0,false,false,false,false,false,false,false,true,true,100,true,0,false,0,false,false,0,0,false
810,"산송장","전투불능이 될 만한 피해를 받으면 HP가 1 남고 '움직이는 시체'가 부여되는 상태. 단, 일부 공격에는 통하지 않는다.",13115,0,1,16,0,false,false,false,false,false,false,false,false,false,70,true,0,false,0,false,false,0,0,false
811,"움직이는 시체","일부 공격을 제외하고 피격 시 HP가 1 미만으로 떨어지지 않는 상태. 충분히 회복받지 못한 채 지속시간이 끝나면 전투불능이 된다.",13116,0,2,17,0,false,false,false,false,false,false,false,false,false,70,true,0,false,0,false,false,0,0,false
812,"마법 피해 감소","마법 공격으로 받는 피해량이 감소되는 상태.",15056,0,1,16,0,false,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0,false
813,"어둠의 춤","받아넘기기 발동률과 회피율이 올라간 상태.",13111,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
814,"촉발 효과 향상","다음에 시전하는 촉발의 소비 MP가 0이 된 상태.",13117,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
815,"베네피라 효과 향상","다음에 시전하는 베네피라가 반드시 극대화되는 상태.",13228,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
816,"왕도: 효과 향상","다음에 발동하는 카드의 효과가 향상된다.",13210,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0,false
817,"왕도: 범위화","다음에 발동하는 카드의 효과가 범위 기술로 발동된다.",13211,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0,false
818,"왕도: 지속시간 증가","다음에 발동하는 카드의 지속시간이 증가한다.",13212,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0,false
819,"베기 저항 감소","베기 저항이 떨어진 상태.",15786,0,2,17,0,false,false,false,false,false,false,true,false,false,50,true,0,false,0,false,false,0,0,false
820,"찌르기 저항 감소","찌르기 저항이 떨어진 상태.",15065,0,2,17,0,false,false,false,false,false,false,true,false,false,50,true,0,false,0,false,false,0,0,false
821,"타격 저항 감소","타격 저항이 떨어진 상태.",15064,0,2,17,0,false,false,false,false,false,false,true,false,false,50,true,0,false,0,false,false,0,0,false
822,"구속","행동이 불가능한 상태.",15545,0,2,17,42,true,false,true,true,false,false,false,true,false,100,true,4,false,0,false,false,0,0,false
823,"유혹","유혹에 마음이 빼앗겨 몸이 멋대로 움직이는 상태.",15552,0,2,17,17,false,true,true,true,false,true,false,true,false,100,true,0,false,0,false,false,0,0,false
824,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,false,0,false,0,false,0,false,false,0,0,false
825,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,false,0,false,0,false,0,false,false,0,0,false
826,"점지","카드를 뽑은 상태.",13201,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
827,"왕도","다음에 발동하는 카드에 추가 효과가 부여된다.",13202,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
828,"보류","카드를 보류한 상태.",13203,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
829,"아제마의 균형","적에게 주는 피해량이 상승한 상태.",13204,0,1,16,0,false,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0,false
830,"세계수의 줄기","받는 피해량이 감소되는 상태.",13205,0,1,16,0,false,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0,false
831,"오쉬온의 화살","자동 공격 주기, 무기 기술 및 마법 시전 시간과 재사용 대기 시간이 줄어든 상태.",13206,0,1,16,0,false,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0,false
832,"할로네의 창","극대화 발동률이 증가한 상태.",13207,0,1,16,0,false,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,18,false
833,"살리아크의 물병","MP가 서서히 회복되는 상태.",13208,0,1,16,0,false,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0,false
834,"비레고의 탑","TP가 서서히 회복되는 상태.",13209,0,1,16,0,false,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0,false
835,"별읽기: 베네피크","지속적으로 HP가 회복되는 상태.",13215,0,1,16,0,false,false,false,false,false,false,false,false,false,5,true,0,false,0,false,false,0,0,false
836,"별읽기: 헬리오스","지속적으로 HP가 회복되는 상태.",13216,0,1,16,0,false,false,false,false,false,false,false,false,false,5,true,0,false,0,false,false,0,0,false
837,"밤의 보호","일정량의 피해를 무효화하는 상태.",13217,0,1,16,0,false,false,false,false,false,false,false,false,false,30,true,0,false,0,false,false,0,12,false
838,"컴버스","HP가 서서히 줄어드는 상태.",13213,0,2,17,0,false,false,false,false,false,false,true,false,false,10,true,0,false,0,false,false,0,0,false
